disease_group,disease_category,disease,gwas_id,protein,mr_method,snps,odds_ratio,ci_lower,ci_upper,pvalue
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,HAVCR1,Inverse variance weighted (multiplicative random effects),25,0.882843136,0.810975551,0.961079531,0.004022828
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,ADAMTS15,Inverse variance weighted,3,51.61037229,5.068112188,525.5666073,0.000866332
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,ADAMTS15,Inverse variance weighted (fixed effects),3,51.61037229,5.068112188,525.5666073,0.000866332
Neurological and psychiatric diseases,Dementia,Vascular dementia (mixed),finn-b-VD_MX,ADAMTS15,Inverse variance weighted (multiplicative random effects),3,51.61037229,9.188922468,289.8740889,7.5e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,SNCG,Inverse variance weighted,21,1.0847839,1.024150897,1.149006571,0.00555067
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,SNCG,Inverse variance weighted (fixed effects),21,1.0847839,1.024150897,1.149006571,0.00555067
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,ANGPTL7,Inverse variance weighted (multiplicative random effects),14,0.894620386,0.825197924,0.969883238,0.006892365
Cardiovascular diseases,Arrhythmias,Ventricular arrhythmia,ebi-a-GCST90018940,ADGRG1,Inverse variance weighted,5,0.41977993,0.219873457,0.801439116,0.008516601
Cardiovascular diseases,Arrhythmias,Ventricular arrhythmia,ebi-a-GCST90018940,ADGRG1,Inverse variance weighted (fixed effects),5,0.41977993,0.219873457,0.801439116,0.008516601
Cardiovascular diseases,Arrhythmias,Ventricular arrhythmia,ebi-a-GCST90018940,ADGRG1,Inverse variance weighted (multiplicative random effects),5,0.41977993,0.251192493,0.701514553,0.000922584
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ADGRG1,Inverse variance weighted,5,0.601324897,0.382219078,0.946032402,0.027809426
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ADGRG1,Inverse variance weighted (fixed effects),5,0.601324897,0.382219078,0.946032402,0.027809426
Cardiovascular diseases,Stroke,Ischemic stroke (large artery atherosclerosis),ebi-a-GCST006907,ADGRG1,Inverse variance weighted (multiplicative random effects),5,0.601324897,0.480069266,0.753207209,9.57e-06
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder,ebi-a-GCST009979,ADGRG1,Inverse variance weighted,5,1.136373268,1.017489811,1.269147061,0.02335751
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder,ebi-a-GCST009979,ADGRG1,Inverse variance weighted (fixed effects),5,1.136373268,1.017489811,1.269147061,0.02335751
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder,ebi-a-GCST009979,ADGRG1,Inverse variance weighted (multiplicative random effects),5,1.136373268,1.020373955,1.265559746,0.019957491
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,CRIP2,Inverse variance weighted (fixed effects),3,1.546816553,1.121700783,2.133047854,0.007803148
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,HAVCR1,Inverse variance weighted,25,0.882843136,0.803260011,0.970310972,0.009729346
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,HAVCR1,Inverse variance weighted (fixed effects),25,0.882843136,0.803260011,0.970310972,0.009729346
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,ADGRG1,Inverse variance weighted,5,1.589282326,1.080399567,2.337855723,0.018636956
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,ADGRG1,Inverse variance weighted (fixed effects),5,1.589282326,1.080399567,2.337855723,0.018636956
Neurological and psychiatric diseases,Psychiatric Disorders,Schizophrenia,ebi-a-GCST90018919,ADGRG1,Inverse variance weighted (multiplicative random effects),5,1.589282326,1.197111343,2.10992764,0.001353453
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,ADH1B,Inverse variance weighted,2,1.04781837,1.008313191,1.088871341,0.017208636
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,ADH1B,Inverse variance weighted (fixed effects),2,1.04781837,1.029986632,1.065958822,9.62e-08
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,ADH1B,Inverse variance weighted (multiplicative random effects),2,1.04781837,1.008313191,1.088871341,0.017208636
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Alzheimer disease, including avohilmo",finn-b-G6_ALZHEIMER_INCLAVO,NECTIN2,Inverse variance weighted,4,2.430064157,1.709438487,3.454474586,7.51e-07
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Alzheimer disease, including avohilmo",finn-b-G6_ALZHEIMER_INCLAVO,NECTIN2,Inverse variance weighted (multiplicative random effects),4,2.430064157,1.709438487,3.454474586,7.51e-07
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia in Alzheimer disease,finn-b-F5_ALZHDEMENT,CFH,Inverse variance weighted (fixed effects),16,1.528515276,1.288620326,1.813070073,1.11e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer disease,finn-b-G6_ALZHEIMER,CFB,Inverse variance weighted (multiplicative random effects),17,0.843009264,0.786951498,0.903060254,1.15e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia in Alzheimer disease,finn-b-F5_ALZHDEMENT,CFH,Inverse variance weighted,16,1.528515276,1.284832391,1.818415355,1.68e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia in Alzheimer disease,finn-b-F5_ALZHDEMENT,CFH,Inverse variance weighted (multiplicative random effects),16,1.528515276,1.284832391,1.818415355,1.68e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer disease,finn-b-G6_ALZHEIMER,NECTIN2,Inverse variance weighted,4,2.326608182,1.635799248,3.309150337,2.63e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer disease,finn-b-G6_ALZHEIMER,NECTIN2,Inverse variance weighted (multiplicative random effects),4,2.326608182,1.635799248,3.309150337,2.63e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ieu-b-5067,ADAM22,Inverse variance weighted (multiplicative random effects),27,0.999313558,0.999026463,0.999600735,2.81e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Alzheimer's disease,ebi-a-GCST90027158,HAVCR2,Inverse variance weighted (fixed effects),5,0.754751393,0.670785076,0.849228294,2.93e-06
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,ADH1B,Inverse variance weighted,2,1.01432517,1.001422635,1.027393944,0.029431825
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,ADH1B,Inverse variance weighted (fixed effects),2,1.01432517,1.001422635,1.027393944,0.029431825
Neurological and psychiatric diseases,Psychiatric Disorders,Major depressive disorder (ICD-10 coded),ebi-a-GCST005903,ADH1B,Inverse variance weighted (multiplicative random effects),2,1.01432517,1.002077485,1.026722551,0.021742574
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,DDAH1,Inverse variance weighted (fixed effects),6,0.775462604,0.639169461,0.940818182,0.009919972
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,DDAH1,Inverse variance weighted,6,0.775462604,0.637432832,0.943381358,0.010996362
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,DDAH1,Inverse variance weighted (multiplicative random effects),6,0.775462604,0.637432832,0.943381358,0.010996362
Cardiovascular diseases,Hypertension,Hypertension,ebi-a-GCST90038604,ADH4,Wald ratio,1,0.984253435,0.971542162,0.997131018,0.016701338
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,ADIPOQ,Inverse variance weighted,11,0.783530663,0.616603658,0.995648164,0.045968827
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,ADIPOQ,Inverse variance weighted (fixed effects),11,0.783530663,0.62810818,0.977411727,0.030576732
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,finn-b-G6_PARKINSON,ADIPOQ,Inverse variance weighted (multiplicative random effects),11,0.783530663,0.616603658,0.995648164,0.045968827
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,ICAM1,Inverse variance weighted (multiplicative random effects),17,1.078628526,1.015652134,1.145509823,0.013663204
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,ANGPTL7,Inverse variance weighted,14,0.894620386,0.818833351,0.977421881,0.013676162
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,ANGPTL7,Inverse variance weighted (fixed effects),14,0.894620386,0.818833351,0.977421881,0.013676162
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,AOC3,Inverse variance weighted (fixed effects),16,1.099493396,1.019038857,1.186299934,0.014426966
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,ADIPOQ,Inverse variance weighted,11,0.775317961,0.607917264,0.98881538,0.040302578
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,ADIPOQ,Inverse variance weighted (fixed effects),11,0.775317961,0.621682409,0.966921263,0.023911966
Neurological and psychiatric diseases,Neurodegenerative Diseases,"Parkinson's disease, including avohilmo",finn-b-G6_PARKINSON_INCLAVO,ADIPOQ,Inverse variance weighted (multiplicative random effects),11,0.775317961,0.607917264,0.98881538,0.040302578
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,ADM,Inverse variance weighted,4,1.254318723,1.005939288,1.564026256,0.044157069
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,ADM,Inverse variance weighted (fixed effects),4,1.254318723,1.083688857,1.451814741,0.002386962
Cardiovascular diseases,Arrhythmias,Atrial fibrillation and flutter,finn-b-I9_AF,ADM,Inverse variance weighted (multiplicative random effects),4,1.254318723,1.005939288,1.564026256,0.044157069
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,ADM,Inverse variance weighted,4,1.142258576,1.028144619,1.269038062,0.013254014
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,ADM,Inverse variance weighted (fixed effects),4,1.142258576,1.028144619,1.269038062,0.013254014
Cardiovascular diseases,Arrhythmias,Cardiac arrhytmias,finn-b-CARDIAC_ARRHYTM,ADM,Inverse variance weighted (multiplicative random effects),4,1.142258576,1.098101001,1.188191844,3.78e-11
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,ADM,Inverse variance weighted,4,1.129477876,1.015917879,1.255731686,0.024315024
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,ADM,Inverse variance weighted (fixed effects),4,1.129477876,1.02547763,1.244025452,0.013493264
Cardiovascular diseases,Hypertension,"Hypertension, essential",finn-b-I9_HYPTENSESS,ADM,Inverse variance weighted (multiplicative random effects),4,1.129477876,1.015917879,1.255731686,0.024315024
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,ADM,Inverse variance weighted,4,1.156209806,1.004667801,1.330610091,0.042870482
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,ADM,Inverse variance weighted (fixed effects),4,1.156209806,1.036734582,1.289453577,0.00909982
Cardiovascular diseases,Coronary Artery Diseases,Ischemic heart diseases,finn-b-I9_ISCHHEART,ADM,Inverse variance weighted (multiplicative random effects),4,1.156209806,1.004667801,1.330610091,0.042870482
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,ADM,Inverse variance weighted,4,1.159692445,1.036799622,1.297151869,0.009532669
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,ADM,Inverse variance weighted (fixed effects),4,1.159692445,1.036799622,1.297151869,0.009532669
Neurological and psychiatric diseases,Neurodegenerative Diseases,Amyotrophic lateral sclerosis,ebi-a-GCST90027164,ADM,Inverse variance weighted (multiplicative random effects),4,1.159692445,1.038305012,1.29527119,0.008630502
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,ADM,Inverse variance weighted,4,2.425719788,1.028206326,5.72270014,0.043019676
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,ADM,Inverse variance weighted (fixed effects),4,2.425719788,1.028206326,5.72270014,0.043019676
Neurological and psychiatric diseases,Neurodegenerative Diseases,Dementia due to Parkinsons disease,finn-b-PD_DEMENTIA,ADM,Inverse variance weighted (multiplicative random effects),4,2.425719788,1.090819787,5.394215029,0.029765959
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST005842,ADM,Inverse variance weighted,4,1.206248218,1.013285631,1.435957167,0.034996518
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST005842,ADM,Inverse variance weighted (fixed effects),4,1.206248218,1.013285631,1.435957167,0.034996518
Cardiovascular diseases,Stroke,Ischemic stroke (cardioembolic),ebi-a-GCST005842,ADM,Inverse variance weighted (multiplicative random effects),4,1.206248218,1.113492663,1.306730445,4.36e-06
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,PRND,Inverse variance weighted (multiplicative random effects),7,1.162365315,1.028846019,1.313212183,0.015657712
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,SPINK5,Inverse variance weighted (fixed effects),8,0.912666606,0.84606746,0.984508179,0.018085308
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,PI3,Inverse variance weighted,5,0.871901294,0.777816284,0.977366869,0.018624559
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,PI3,Inverse variance weighted (fixed effects),5,0.871901294,0.777816284,0.977366869,0.018624559
Neurological and psychiatric diseases,Dementia,Vascular dementia (F5_VASCDEM),finn-b-F5_VASCDEM,ADM,Inverse variance weighted,4,1.649603739,1.016852311,2.676094126,0.042590777
Neurological and psychiatric diseases,Dementia,Vascular dementia (F5_VASCDEM),finn-b-F5_VASCDEM,ADM,Inverse variance weighted (fixed effects),4,1.649603739,1.016852311,2.676094126,0.042590777
Neurological and psychiatric diseases,Dementia,Vascular dementia (F5_VASCDEM),finn-b-F5_VASCDEM,ADM,Inverse variance weighted (multiplicative random effects),4,1.649603739,1.160804827,2.344229134,0.00524387
Neurological and psychiatric diseases,Dementia,Vascular dementia (I9_VASCDEM),finn-b-I9_VASCDEM,ADM,Inverse variance weighted,4,1.655370304,1.0120681,2.707575549,0.044666081
Neurological and psychiatric diseases,Dementia,Vascular dementia (I9_VASCDEM),finn-b-I9_VASCDEM,ADM,Inverse variance weighted (fixed effects),4,1.655370304,1.0120681,2.707575549,0.044666081
Neurological and psychiatric diseases,Dementia,Vascular dementia (I9_VASCDEM),finn-b-I9_VASCDEM,ADM,Inverse variance weighted (multiplicative random effects),4,1.655370304,1.106979363,2.475430829,0.014086345
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,PRND,Inverse variance weighted,7,1.162365315,1.022791897,1.320985364,0.021149979
Neurological and psychiatric diseases,Neurodegenerative Diseases,Parkinson's disease,ieu-b-7,PRND,Inverse variance weighted (fixed effects),7,1.162365315,1.022791897,1.320985364,0.021149979
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,AFM,Inverse variance weighted,5,0.246369214,0.070002051,0.867085877,0.029098641
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,AFM,Inverse variance weighted (fixed effects),5,0.246369214,0.077259752,0.785632724,0.017895352
Neurological and psychiatric diseases,Dementia,Vascular dementia (undefined),finn-b-VD_U,AFM,Inverse variance weighted (multiplicative random effects),5,0.246369214,0.070002051,0.867085877,0.029098641
