model,mri_category,mri_trait,protein,n,beta,pvalue
Primary analysis,Left ventricle,LV end diastolic volume,KLK6;Kallikrein-6,4863,-0.118326714768167,1.24721313025389e-16
Primary analysis,Right ventricle,RV end systolic volume,AGER;Advanced glycosylation end product-specific receptor,4826,-0.118650615270552,1.34319092817767e-16
Primary analysis,Right ventricle,RV end diastolic volume,OXT;Oxytocin-neurophysin 1,4904,-0.117603417790691,1.43031644434007e-16
Primary analysis,Left ventricle,LV end diastolic volume,SSC4D;Scavenger receptor cysteine-rich domain-containing group B protein,4864,-0.117980213092592,1.51965545137002e-16
Primary analysis,Left ventricle,LV end diastolic volume,LPL;Lipoprotein lipase,4865,0.117788503402104,1.68945653192414e-16
Primary analysis,Right atrium,RA maximum volume,RARRES2;Retinoic acid receptor responder protein 2,4786,-0.118604256277935,1.83992069979472e-16
Primary analysis,Right ventricle,RV end systolic volume,NPDC1;Neural proliferation differentiation and control protein 1,4866,-0.117530867421038,1.95221436960238e-16
Primary analysis,Right ventricle,RV end systolic volume,RTN4R;Reticulon-4 receptor,4889,-0.117158665082513,2.06724371541459e-16
Primary analysis,Right atrium,RA maximum volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4782,-0.118414205391995,2.11533770130583e-16
Primary analysis,Right ventricle,RV end diastolic volume,SNCG;Gamma-synuclein,4829,-0.117821156156132,2.13914118917019e-16
Primary analysis,Right ventricle,RV end diastolic volume,LGALS9;Galectin-9,4838,-0.117613548254345,2.26631547920183e-16
Primary analysis,Left ventricle,LV cardiac output,CELSR2;Cadherin EGF LAG seven-pass G-type receptor 2,3374,-0.0940446748545146,4.42977869647285e-08
Primary analysis,Left ventricle,LV stroke volume,LDLR;Low-density lipoprotein receptor,4866,-0.117117302850579,2.48852845903314e-16
Primary analysis,Left ventricle,LV end systolic volume,IL1RN;Interleukin-1 receptor antagonist protein,4821,-0.117620982614112,2.54449952951339e-16
Primary analysis,Right ventricle,RV stroke volume,SORCS2;VPS10 domain-containing receptor SorCS2,4756,-0.118402111589098,2.56624862643389e-16
Primary analysis,Right ventricle,RV end diastolic volume,NBL1;Neuroblastoma suppressor of tumorigenicity 1,4872,-0.116969057152053,2.60273525564413e-16
Primary analysis,Left ventricle,LV end diastolic volume,HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein,4823,-0.117428912698738,2.80593857159713e-16
Primary analysis,Right ventricle,RV end diastolic volume,CXCL16;C-X-C motif chemokine 16,4913,-0.0834663909293102,4.65299458034697e-09
Primary analysis,Left ventricle,LV cardiac output,AGRN;Agrin,4859,-0.116906129177625,2.95697627328015e-16
Primary analysis,Left ventricle,LV end diastolic volume,RBP5;Retinol-binding protein 5,4830,-0.11724100145249,2.98000947591253e-16
Primary analysis,Left ventricle,LV end diastolic volume,CALB2;Calretinin,4749,-0.117797170250332,3.82474637987074e-16
Primary analysis,Left ventricle,LV end diastolic volume,CLEC4A;C-type lectin domain family 4 member A,4850,0.116558196362326,3.85554546196512e-16
Primary analysis,Descending aorta,Descending aorta maximum area,IGFBP6;Insulin-like growth factor-binding protein 6,4559,-0.120105677481548,4.05779195604058e-16
Primary analysis,Left ventricle,LV end diastolic volume,GSTA1;Glutathione S-transferase A1,4838,-0.116547123328021,4.21736333928842e-16
Primary analysis,Right ventricle,RV end systolic volume,ASGR1;Asialoglycoprotein receptor 1,4828,-0.11665726268878,4.24120652797418e-16
Primary analysis,Right ventricle,RV end diastolic volume,CALB1;Calbindin,4832,-0.116443654865327,4.66797418756001e-16
Primary analysis,Right atrium,RA maximum volume,IGFBP2;Insulin-like growth factor-binding protein 2,4825,0.116513985511,4.7047438523986e-16
Primary analysis,Right ventricle,RV end diastolic volume,OGN;Mimecan,4843,-0.116205415572585,4.96554679973202e-16
Primary analysis,Right ventricle,RV end systolic volume,TGFBR2;TGF-beta receptor type-2,4871,-0.11585229428067,5.02564730197526e-16
Primary analysis,Left ventricle,LV stroke volume,ADM;Pro-adrenomedullin,4890,-0.115611362859956,5.07567125185503e-16
Primary analysis,Descending aorta,Descending aorta minimum area,STC2;Stanniocalcin-2,4552,-0.119693675031426,5.38503877051931e-16
Primary analysis,Right ventricle,RV end systolic volume,GFRA1;GDNF family receptor alpha-1,4885,-0.115393700014921,5.95867668445542e-16
Primary analysis,Left ventricle,LV end diastolic volume,CD59;CD59 glycoprotein,4680,-0.117760424667127,6.36949909845429e-16
Primary analysis,Left ventricle,LV end diastolic volume,APCS;Serum amyloid P-component,3417,-0.137477433587652,6.93428592065123e-16
Primary analysis,Left ventricle,LV end diastolic volume,SERPINF1;Pigment epithelium-derived factor,3405,-0.137439314260647,7.93368328252358e-16
Primary analysis,Right ventricle,RV end diastolic volume,SOST;Sclerostin,4866,-0.115104215436168,8.01241206710142e-16
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 5,REN;Renin,4863,-0.114701105229864,1.03074885426077e-15
Primary analysis,Left ventricle,LV stroke volume,IGFBP2;Insulin-like growth factor-binding protein 2,4910,0.114531438287117,8.29060976033781e-16
Primary analysis,Right ventricle,RV end diastolic volume,PON3;Serum paraoxonase/lactonase 3,4861,0.115092117016083,8.34609954387905e-16
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 6,REN;Renin,4862,-0.111872899480079,5.14804072990423e-15
Primary analysis,Left ventricle,LV stroke volume,RTN4R;Reticulon-4 receptor,4890,-0.114324766760345,1.06763693507967e-15
Primary analysis,Right atrium,RA maximum volume,TNFRSF10B;Tumor necrosis factor receptor superfamily member 10B,4745,-0.115987873737104,1.10440506211957e-15
Primary analysis,Descending aorta,Descending aorta minimum area,IGFBP6;Insulin-like growth factor-binding protein 6,4560,-0.118247138572145,1.13876534752477e-15
Primary analysis,Left ventricle,LV myocardial mass,COLEC12;Collectin-12,4835,-0.114648773783012,1.28188872299122e-15
Primary analysis,Right ventricle,RV end diastolic volume,VWC2;Brorin,4819,-0.114829671708252,1.28781904462848e-15
Primary analysis,Left ventricle,LV end diastolic volume,COL6A3;Collagen alpha-3(VI) chain,4915,-0.113621373404157,1.35466824384998e-15
Primary analysis,Right atrium,RA stroke volume,PLAT;Tissue-type plasminogen activator,4828,-0.114576049075493,1.40035430840234e-15
Primary analysis,Right ventricle,RV end diastolic volume,CLEC4A;C-type lectin domain family 4 member A,4852,0.114237776207444,1.44599804788499e-15
Primary analysis,Left ventricle,LV end systolic volume,ADM;Pro-adrenomedullin,4879,-0.113814526209651,1.53855165740063e-15
Primary analysis,Right ventricle,RV end diastolic volume,FGF21;Fibroblast growth factor 21,4886,-0.113732684068947,1.53923069388154e-15
Primary analysis,Right ventricle,RV stroke volume,CPM;Carboxypeptidase M,4887,-0.113720702050755,1.53959555497345e-15
Primary analysis,Right atrium,RA maximum volume,ADIPOQ;Adiponectin,3382,0.136471903774438,1.57518832318118e-15
Primary analysis,Descending aorta,Descending aorta maximum area,CRLF1;Cytokine receptor-like factor 1,4578,-0.117398547147637,1.60361095395588e-15
Primary analysis,Left ventricle,LV cardiac output,LDLR;Low-density lipoprotein receptor,4864,-0.113827213816408,1.68691761563074e-15
Primary analysis,Left ventricle,LV end diastolic volume,CFD;Complement factor D,3442,-0.135089283984705,1.73263024114382e-15
Primary analysis,Left ventricle,LV end diastolic volume,SOST;Sclerostin,4864,-0.113647879586114,1.86806513877511e-15
Primary analysis,Right atrium,RA maximum volume,PRAP1;Proline-rich acidic protein 1,3387,-0.135871026313812,1.99998610502064e-15
Primary analysis,Right ventricle,RV end diastolic volume,TREM2;Triggering receptor expressed on myeloid cells 2,4836,-0.113794040422185,2.06898357502958e-15
Primary analysis,Right ventricle,RV end diastolic volume,TNFRSF1B;Tumor necrosis factor receptor superfamily member 1B,4843,-0.113474334947825,2.36703691044397e-15
Primary analysis,Right ventricle,RV end diastolic volume,PIK3IP1;Phosphoinositide-3-kinase-interacting protein 1,4843,-0.113416308400271,2.44591229148894e-15
Primary analysis,Left atrium,LA stroke volume,"FABP4;Fatty acid-binding protein, adipocyte",4846,-0.113338705842377,2.50561925509067e-15
Primary analysis,Right ventricle,RV end diastolic volume,XG;Glycoprotein Xg,4897,-0.112641114076784,2.66598774269132e-15
Primary analysis,Right ventricle,RV end diastolic volume,GSTA1;Glutathione S-transferase A1,4840,-0.113189325291523,2.83523087764724e-15
Primary analysis,Right ventricle,RV stroke volume,RARRES2;Retinoic acid receptor responder protein 2,4869,-0.112838346276991,2.85997882615864e-15
Primary analysis,Left ventricle,LV cardiac output,CLMP;CXADR-like membrane protein,4888,-0.112505966292997,3.0507379380223e-15
Primary analysis,Left ventricle,LV end diastolic volume,NPY;Pro-neuropeptide Y,4888,-0.112487702751285,3.08239960441759e-15
Primary analysis,Left ventricle,LV end diastolic volume,CDHR5;Cadherin-related family member 5,4865,-0.11269183832201,3.18826909029329e-15
Primary analysis,Right ventricle,RV end systolic volume,TNFRSF10B;Tumor necrosis factor receptor superfamily member 10B,4828,-0.113105991464502,3.21396323440528e-15
Primary analysis,Right ventricle,RV stroke volume,PRSS8;Prostasin,4826,-0.113077921363076,3.30796881518968e-15
Primary analysis,Left ventricle,LV end diastolic volume,COL15A1;Collagen alpha-1(XV) chain,3449,-0.133555753698191,3.38161729665656e-15
Primary analysis,Right ventricle,RV end diastolic volume,EPHA1;Ephrin type-A receptor 1,4852,-0.112720745999667,3.41302163064699e-15
Primary analysis,Left ventricle,LV myocardial mass,IL1RN;Interleukin-1 receptor antagonist protein,4831,-0.112953144988154,3.43393884554011e-15
Primary analysis,Right atrium,RA maximum volume,TNFRSF11A;Tumor necrosis factor receptor superfamily member 11A,4821,-0.113002809340117,3.56477439171445e-15
Primary analysis,Left ventricle,LV stroke volume,PLAT;Tissue-type plasminogen activator,4904,-0.112039400468329,3.58220563294732e-15
Primary analysis,Right atrium,RA stroke volume,CPM;Carboxypeptidase M,4811,-0.113036468560322,3.73425376263845e-15
Primary analysis,Right ventricle,RV end diastolic volume,CES1;Liver carboxylesterase 1,4880,-0.112214079535405,3.78739297645017e-15
Primary analysis,Descending aorta,Descending aorta minimum area,MFAP5;Microfibrillar-associated protein 5,4631,-0.114955939805708,4.26679894038022e-15
Primary analysis,Right atrium,RA stroke volume,AGRN;Agrin,4786,-0.112914504957986,4.70505696479522e-15
Primary analysis,Right atrium,RA maximum volume,ADH4;All-trans-retinol dehydrogenase [NAD(+)] ADH4,4682,-0.114131493000725,4.76423064942989e-15
Primary analysis,Left ventricle,LV end diastolic volume,F7;Coagulation factor VII,4854,-0.112009055932514,5.02147531205132e-15
Primary analysis,Right ventricle,RV stroke volume,PTPRN2;Receptor-type tyrosine-protein phosphatase N2,4815,-0.112424696059568,5.1186526352791e-15
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 11,REN;Renin,4863,-0.101640468020404,1.20756907840534e-12
Primary analysis,Left ventricle,LV stroke volume,SORCS2;VPS10 domain-containing receptor SorCS2,4756,-0.11309019147192,5.19166260243057e-15
Primary analysis,Left ventricle,LV end systolic volume,TAFA5;Chemokine-like protein TAFA-5,4821,-0.11224509775827,5.44198666440131e-15
Primary analysis,Left ventricle,LV stroke volume,COLEC12;Collectin-12,4836,-0.112024999225798,5.5860571767005e-15
Primary analysis,Left ventricle,LV end diastolic volume,GPD1;Glycerol-3-phosphate dehydrogenase,3431,-0.13278370498875,5.73971949762348e-15
Primary analysis,Right ventricle,RV end diastolic volume,SSC5D;Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,4865,-0.11137661467881,6.66275574735931e-15
Primary analysis,Right ventricle,RV stroke volume,TNFRSF1A;Tumor necrosis factor receptor superfamily member 1A,4843,-0.111564638919513,6.9009700375237e-15
Primary analysis,Left ventricle,LV end systolic volume,PTGDS;Prostaglandin-H2 D-isomerase,4811,-0.111918382754396,6.95674763878617e-15
Primary analysis,Left ventricle,LV myocardial mass,NPDC1;Neural proliferation differentiation and control protein 1,4866,-0.11119576133937,7.3220493865815e-15
Primary analysis,Left ventricle,LV cardiac output,SORCS2;VPS10 domain-containing receptor SorCS2,4754,-0.112423614718107,7.59602812596856e-15
Primary analysis,Descending aorta,Descending aorta minimum area,CCN5;CCN family member 5,4562,-0.114657339730194,7.98871146806391e-15
Primary analysis,Right ventricle,RV end diastolic volume,ADAM22;Disintegrin and metalloproteinase domain-containing protein 22,4829,-0.111454358590015,8.0189242037647e-15
Primary analysis,Right atrium,RA maximum volume,"KRT18;Keratin, type I cytoskeletal 18",4748,-0.112373704727665,8.11563088464089e-15
Primary analysis,Right ventricle,RV stroke volume,SEZ6L;Seizure 6-like protein,4872,-0.110862927615304,8.48319292138157e-15
Primary analysis,Right ventricle,RV end diastolic volume,AGER;Advanced glycosylation end product-specific receptor,4827,-0.111351570706233,8.59640361296786e-15
Primary analysis,Left ventricle,LV cardiac output,ADM;Pro-adrenomedullin,4888,-0.110614253492424,8.81063570257997e-15
Primary analysis,Right ventricle,RV end diastolic volume,GHR;Growth hormone receptor,3376,-0.132878735632732,9.02855659293589e-15
Primary analysis,Right atrium,RA stroke volume,ASGR1;Asialoglycoprotein receptor 1,4754,-0.112035429652619,9.3993729149414e-15
Primary analysis,Left ventricle,LV end diastolic volume,FSTL3;Follistatin-related protein 3,4827,-0.111177921494757,9.46166906480471e-15
Primary analysis,Right ventricle,RV end systolic volume,HSPG2;Basement membrane-specific heparan sulfate proteoglycan core protein,4824,-0.111207168783768,9.48843645288555e-15
Primary analysis,Left ventricle,LV end diastolic volume,CES1;Liver carboxylesterase 1,4878,-0.110532174408766,9.81613822066348e-15
Primary analysis,Right atrium,RA maximum volume,COLEC12;Collectin-12,4754,-0.111937473584236,9.91730115005543e-15
Primary analysis,Left ventricle,LV end systolic volume,NPPC;C-type natriuretic peptide,4841,-0.110927213298173,9.94806382503576e-15
Primary analysis,Left ventricle,LV cardiac output,HNMT;Histamine N-methyltransferase,4813,-0.111207130065456,1.01720594519885e-14
Primary analysis,Right atrium,RA maximum volume,TAFA5;Chemokine-like protein TAFA-5,4748,-0.111821283704685,1.09814028298994e-14
Primary analysis,Right ventricle,RV end diastolic volume,CYTL1;Cytokine-like protein 1,3451,-0.130846452207727,1.19085062450283e-14
Primary analysis,Left ventricle,LV end diastolic volume,TNFRSF1A;Tumor necrosis factor receptor superfamily member 1A,4841,-0.110597273188216,1.19329225542785e-14
Primary analysis,Right ventricle,RV end diastolic volume,SERPINF1;Pigment epithelium-derived factor,3407,-0.131596452449193,1.23898610967129e-14
Primary analysis,Left ventricle,LV cardiac output,IGFBP2;Insulin-like growth factor-binding protein 2,4908,0.109736637601077,1.26642937252118e-14
Primary analysis,Left ventricle,LV stroke volume,ADAMTS15;A disintegrin and metalloproteinase with thrombospondin motifs 15,4832,-0.110558948851901,1.28924683061914e-14
Primary analysis,Right ventricle,RV end diastolic volume,MOG;Myelin-oligodendrocyte glycoprotein,4890,-0.109849296769705,1.32953198874769e-14
Primary analysis,Descending aorta,Descending aorta maximum area,CCN5;CCN family member 5,4561,-0.113658829294695,1.37324307599452e-14
Primary analysis,Left ventricle,LV myocardial mass,CALB2;Calretinin,4750,-0.111322985702336,1.42255638447348e-14
Primary analysis,Left ventricle,LV mean myocardial wall thickness AHA 10,LEP;Leptin,4864,-0.110003026963433,1.43434999971272e-14
Primary analysis,Right ventricle,RV end diastolic volume,TNFRSF19;Tumor necrosis factor receptor superfamily member 19,4890,-0.109665690481432,1.4713085684665e-14
Primary analysis,Left ventricle,LV cardiac output,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4830,-0.110304478865273,1.50101072253321e-14
Primary analysis,Left ventricle,LV end diastolic volume,PON3;Serum paraoxonase/lactonase 3,4859,0.109965513240809,1.51022963080687e-14
Primary analysis,Left ventricle,LV stroke volume,CST3;Cystatin-C,4859,-0.10995835673066,1.51617954373312e-14
Primary analysis,Right ventricle,RV stroke volume,CFH;Complement factor H,3247,-0.134283502817651,1.54582271770358e-14
Primary analysis,Right ventricle,RV stroke volume,CD38;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,4832,-0.110140975383654,1.62133329385084e-14
